"","age_group","year","country","sex","pathogen","Country.Name","n_inage_gdr","lowage","total","incidence"
"18395","(69,74]",2020,"IT","m","Pseudomonas aeruginosa","Italy",1560193.19162749,70,874,56.0187036253056
"18396","(69,74]",2020,"IT","m","Staphylococcus aureus","Italy",1560193.19162749,70,1758,112.678353516347
"18397","(69,74]",2020,"IT","m","Streptococcus pneumoniae","Italy",1560193.19162749,70,117,7.49907130910841
"18398","(69,74]",2020,"LU","f","Acinetobacter spp","Luxembourg",11537.3130921698,70,1,8.66752936330287
"18399","(69,74]",2020,"LU","f","Enterococcus faecalis","Luxembourg",11537.3130921698,70,3,26.0025880899086
"18400","(69,74]",2020,"LU","f","Enterococcus faecium","Luxembourg",11537.3130921698,70,4,34.6701174532115
"18401","(69,74]",2020,"LU","f","Escherichia coli","Luxembourg",11537.3130921698,70,23,199.353175355966
"18402","(69,74]",2020,"LU","f","Klebsiella pneumoniae","Luxembourg",11537.3130921698,70,5,43.3376468165144
"18403","(69,74]",2020,"LU","f","Pseudomonas aeruginosa","Luxembourg",11537.3130921698,70,3,26.0025880899086
"18404","(69,74]",2020,"LU","f","Staphylococcus aureus","Luxembourg",11537.3130921698,70,6,52.0051761798172
"18405","(69,74]",2020,"LU","m","Enterococcus faecalis","Luxembourg",10843.4195898208,70,9,82.9996471634159
"18406","(69,74]",2020,"LU","m","Enterococcus faecium","Luxembourg",10843.4195898208,70,1,9.22218301815732
"18407","(69,74]",2020,"LU","m","Escherichia coli","Luxembourg",10843.4195898208,70,27,248.998941490248
"18408","(69,74]",2020,"LU","m","Klebsiella pneumoniae","Luxembourg",10843.4195898208,70,6,55.3330981089439
"18409","(69,74]",2020,"LU","m","Pseudomonas aeruginosa","Luxembourg",10843.4195898208,70,4,36.8887320726293
"18410","(69,74]",2020,"LU","m","Staphylococcus aureus","Luxembourg",10843.4195898208,70,13,119.888379236045
"18411","(69,74]",2020,"LV","f","Acinetobacter spp","Latvia",48249.7268400359,70,3,6.21765178059144
"18412","(69,74]",2020,"LV","f","Enterococcus faecalis","Latvia",48249.7268400359,70,5,10.3627529676524
"18413","(69,74]",2020,"LV","f","Enterococcus faecium","Latvia",48249.7268400359,70,6,12.4353035611829
"18414","(69,74]",2020,"LV","f","Escherichia coli","Latvia",48249.7268400359,70,26,53.8863154317925
"18415","(69,74]",2020,"LV","f","Klebsiella pneumoniae","Latvia",48249.7268400359,70,8,16.5804047482438
"18416","(69,74]",2020,"LV","f","Pseudomonas aeruginosa","Latvia",48249.7268400359,70,1,2.07255059353048
"18417","(69,74]",2020,"LV","f","Staphylococcus aureus","Latvia",48249.7268400359,70,20,41.4510118706096
"18418","(69,74]",2020,"LV","f","Streptococcus pneumoniae","Latvia",48249.7268400359,70,2,4.14510118706096
"18419","(69,74]",2020,"LV","m","Acinetobacter spp","Latvia",27035.6667223426,70,2,7.39763520737284
"18420","(69,74]",2020,"LV","m","Enterococcus faecalis","Latvia",27035.6667223426,70,10,36.9881760368642
"18421","(69,74]",2020,"LV","m","Enterococcus faecium","Latvia",27035.6667223426,70,4,14.7952704147457
"18422","(69,74]",2020,"LV","m","Escherichia coli","Latvia",27035.6667223426,70,25,92.4704400921606
"18423","(69,74]",2020,"LV","m","Klebsiella pneumoniae","Latvia",27035.6667223426,70,13,48.0846288479235
"18424","(69,74]",2020,"LV","m","Pseudomonas aeruginosa","Latvia",27035.6667223426,70,3,11.0964528110593
"18425","(69,74]",2020,"LV","m","Staphylococcus aureus","Latvia",27035.6667223426,70,22,81.3739872811013
"18426","(69,74]",2020,"LV","m","Streptococcus pneumoniae","Latvia",27035.6667223426,70,3,11.0964528110593
"18427","(69,74]",2020,"MT","f","Enterococcus faecalis","Malta",16939.6926125372,70,1,5.90329484054445
"18428","(69,74]",2020,"MT","f","Escherichia coli","Malta",16939.6926125372,70,14,82.6461277676223
"18429","(69,74]",2020,"MT","f","Klebsiella pneumoniae","Malta",16939.6926125372,70,7,41.3230638838111
"18430","(69,74]",2020,"MT","f","Staphylococcus aureus","Malta",16939.6926125372,70,4,23.6131793621778
"18431","(69,74]",2020,"MT","m","Acinetobacter spp","Malta",15704.8450910975,70,1,6.36746172406924
"18432","(69,74]",2020,"MT","m","Enterococcus faecalis","Malta",15704.8450910975,70,2,12.7349234481385
"18433","(69,74]",2020,"MT","m","Enterococcus faecium","Malta",15704.8450910975,70,1,6.36746172406924
"18434","(69,74]",2020,"MT","m","Escherichia coli","Malta",15704.8450910975,70,29,184.656389998008
"18435","(69,74]",2020,"MT","m","Klebsiella pneumoniae","Malta",15704.8450910975,70,22,140.084157929523
"18436","(69,74]",2020,"MT","m","Pseudomonas aeruginosa","Malta",15704.8450910975,70,7,44.5722320684847
"18437","(69,74]",2020,"MT","m","Staphylococcus aureus","Malta",15704.8450910975,70,7,44.5722320684847
"18438","(69,74]",2020,"MT","m","Streptococcus pneumoniae","Malta",15704.8450910975,70,1,6.36746172406924
"18439","(69,74]",2020,"NL","f","Acinetobacter spp","Netherlands",497030.983773523,70,7,1.40836290463325
"18440","(69,74]",2020,"NL","f","Enterococcus faecalis","Netherlands",497030.983773523,70,63,12.6752661416992
"18441","(69,74]",2020,"NL","f","Enterococcus faecium","Netherlands",497030.983773523,70,97,19.5158859642036
"18442","(69,74]",2020,"NL","f","Escherichia coli","Netherlands",497030.983773523,70,662,133.190891838173
"18443","(69,74]",2020,"NL","f","Klebsiella pneumoniae","Netherlands",497030.983773523,70,105,21.1254435694987
"18444","(69,74]",2020,"NL","f","Pseudomonas aeruginosa","Netherlands",497030.983773523,70,45,9.05376152978517
"18445","(69,74]",2020,"NL","f","Staphylococcus aureus","Netherlands",497030.983773523,70,192,38.6293825270834
"18446","(69,74]",2020,"NL","f","Streptococcus pneumoniae","Netherlands",497030.983773523,70,83,16.6991601549371
"18447","(69,74]",2020,"NL","m","Acinetobacter spp","Netherlands",472462.005811159,70,6,1.26994338723571
"18448","(69,74]",2020,"NL","m","Enterococcus faecalis","Netherlands",472462.005811159,70,206,43.6013896284259
"18449","(69,74]",2020,"NL","m","Enterococcus faecium","Netherlands",472462.005811159,70,240,50.7977354894283
"18450","(69,74]",2020,"NL","m","Escherichia coli","Netherlands",472462.005811159,70,961,203.402599188919
"18451","(69,74]",2020,"NL","m","Klebsiella pneumoniae","Netherlands",472462.005811159,70,239,50.5860782582223
"18452","(69,74]",2020,"NL","m","Pseudomonas aeruginosa","Netherlands",472462.005811159,70,143,30.266984062451
"18453","(69,74]",2020,"NL","m","Staphylococcus aureus","Netherlands",472462.005811159,70,445,94.1874678866482
"18454","(69,74]",2020,"NL","m","Streptococcus pneumoniae","Netherlands",472462.005811159,70,117,24.7638960510963
"18455","(69,74]",2020,"NO","f","Acinetobacter spp","Norway",134745.829028912,70,3,2.22641399857824
"18456","(69,74]",2020,"NO","f","Enterococcus faecalis","Norway",134745.829028912,70,12,8.90565599431297
"18457","(69,74]",2020,"NO","f","Enterococcus faecium","Norway",134745.829028912,70,10,7.42137999526081
"18458","(69,74]",2020,"NO","f","Escherichia coli","Norway",134745.829028912,70,223,165.496773894316
"18459","(69,74]",2020,"NO","f","Klebsiella pneumoniae","Norway",134745.829028912,70,41,30.4276579805693
"18460","(69,74]",2020,"NO","f","Pseudomonas aeruginosa","Norway",134745.829028912,70,11,8.16351799478689
"18461","(69,74]",2020,"NO","f","Staphylococcus aureus","Norway",134745.829028912,70,56,41.5597279734605
"18462","(69,74]",2020,"NO","f","Streptococcus pneumoniae","Norway",134745.829028912,70,12,8.90565599431297
"18463","(69,74]",2020,"NO","m","Acinetobacter spp","Norway",129978.812459105,70,2,1.53871231946303
"18464","(69,74]",2020,"NO","m","Enterococcus faecalis","Norway",129978.812459105,70,67,51.5468627020114
"18465","(69,74]",2020,"NO","m","Enterococcus faecium","Norway",129978.812459105,70,18,13.8484108751672
"18466","(69,74]",2020,"NO","m","Escherichia coli","Norway",129978.812459105,70,349,268.505299746298
"18467","(69,74]",2020,"NO","m","Klebsiella pneumoniae","Norway",129978.812459105,70,92,70.7807666952993
"18468","(69,74]",2020,"NO","m","Pseudomonas aeruginosa","Norway",129978.812459105,70,35,26.927465590603
"18469","(69,74]",2020,"NO","m","Staphylococcus aureus","Norway",129978.812459105,70,140,107.709862362412
"18470","(69,74]",2020,"NO","m","Streptococcus pneumoniae","Norway",129978.812459105,70,10,7.69356159731514
"18471","(69,74]",2020,"PL","f","Acinetobacter spp","Poland",1077742.95483663,70,116,10.7632343574525
"18472","(69,74]",2020,"PL","f","Enterococcus faecalis","Poland",1077742.95483663,70,304,28.2070969367721
"18473","(69,74]",2020,"PL","f","Enterococcus faecium","Poland",1077742.95483663,70,135,12.5261779160008
"18474","(69,74]",2020,"PL","f","Escherichia coli","Poland",1077742.95483663,70,1189,110.323152163888
"18475","(69,74]",2020,"PL","f","Klebsiella pneumoniae","Poland",1077742.95483663,70,378,35.0732981648021
"18476","(69,74]",2020,"PL","f","Pseudomonas aeruginosa","Poland",1077742.95483663,70,54,5.0104711664003
"18477","(69,74]",2020,"PL","f","Staphylococcus aureus","Poland",1077742.95483663,70,523,48.5273411116178
"18478","(69,74]",2020,"PL","f","Streptococcus pneumoniae","Poland",1077742.95483663,70,66,6.12390920337815
"18479","(69,74]",2020,"PL","m","Acinetobacter spp","Poland",780682.72801984,70,197,25.2343228470905
"18480","(69,74]",2020,"PL","m","Enterococcus faecalis","Poland",780682.72801984,70,389,49.8281806473006
"18481","(69,74]",2020,"PL","m","Enterococcus faecium","Poland",780682.72801984,70,303,38.8121818409565
"18482","(69,74]",2020,"PL","m","Escherichia coli","Poland",780682.72801984,70,976,125.018777151068
"18483","(69,74]",2020,"PL","m","Klebsiella pneumoniae","Poland",780682.72801984,70,551,70.5792481662278
"18484","(69,74]",2020,"PL","m","Pseudomonas aeruginosa","Poland",780682.72801984,70,140,17.9330213126532
"18485","(69,74]",2020,"PL","m","Staphylococcus aureus","Poland",780682.72801984,70,836,107.085755838415
"18486","(69,74]",2020,"PL","m","Streptococcus pneumoniae","Poland",780682.72801984,70,66,8.4541386188222
"18487","(69,74]",2020,"PT","f","Acinetobacter spp","Portugal",317129.296932832,70,2,0.630657595921705
"18488","(69,74]",2020,"PT","f","Enterococcus faecalis","Portugal",317129.296932832,70,38,11.9824943225124
"18489","(69,74]",2020,"PT","f","Enterococcus faecium","Portugal",317129.296932832,70,23,7.2525623530996
"18490","(69,74]",2020,"PT","f","Escherichia coli","Portugal",317129.296932832,70,332,104.689160923003
"18491","(69,74]",2020,"PT","f","Klebsiella pneumoniae","Portugal",317129.296932832,70,126,39.7314285430674
"18492","(69,74]",2020,"PT","f","Pseudomonas aeruginosa","Portugal",317129.296932832,70,40,12.6131519184341
"18493","(69,74]",2020,"PT","f","Staphylococcus aureus","Portugal",317129.296932832,70,132,41.6234013308325
"18494","(69,74]",2020,"PT","f","Streptococcus pneumoniae","Portugal",317129.296932832,70,23,7.2525623530996
"18495","(69,74]",2020,"PT","m","Acinetobacter spp","Portugal",255394.555342707,70,4,1.56620410119257
"18496","(69,74]",2020,"PT","m","Enterococcus faecalis","Portugal",255394.555342707,70,87,34.0649392009383
"18497","(69,74]",2020,"PT","m","Enterococcus faecium","Portugal",255394.555342707,70,31,12.1380817842424
"18498","(69,74]",2020,"PT","m","Escherichia coli","Portugal",255394.555342707,70,376,147.223185512101
"18499","(69,74]",2020,"PT","m","Klebsiella pneumoniae","Portugal",255394.555342707,70,235,92.0144909450633
"18500","(69,74]",2020,"PT","m","Pseudomonas aeruginosa","Portugal",255394.555342707,70,100,39.1551025298142
"18501","(69,74]",2020,"PT","m","Staphylococcus aureus","Portugal",255394.555342707,70,245,95.9300011980447
"18502","(69,74]",2020,"PT","m","Streptococcus pneumoniae","Portugal",255394.555342707,70,48,18.7944492143108
"18503","(69,74]",2020,"RO","f","Acinetobacter spp","Romania",542497.839588863,70,68,12.5346121288768
"18504","(69,74]",2020,"RO","f","Enterococcus faecalis","Romania",542497.839588863,70,44,8.11063137750849
"18505","(69,74]",2020,"RO","f","Enterococcus faecium","Romania",542497.839588863,70,30,5.52997593921033
"18506","(69,74]",2020,"RO","f","Escherichia coli","Romania",542497.839588863,70,214,39.4471616997004
"18507","(69,74]",2020,"RO","f","Klebsiella pneumoniae","Romania",542497.839588863,70,112,20.6452435063852
"18508","(69,74]",2020,"RO","f","Pseudomonas aeruginosa","Romania",542497.839588863,70,40,7.37330125228044
"18509","(69,74]",2020,"RO","f","Staphylococcus aureus","Romania",542497.839588863,70,103,18.9862507246221
"18510","(69,74]",2020,"RO","f","Streptococcus pneumoniae","Romania",542497.839588863,70,5,0.921662656535055
"18511","(69,74]",2020,"RO","m","Acinetobacter spp","Romania",385916.557319893,70,97,25.1349671736408
"18512","(69,74]",2020,"RO","m","Enterococcus faecalis","Romania",385916.557319893,70,75,19.4342529693099
"18513","(69,74]",2020,"RO","m","Enterococcus faecium","Romania",385916.557319893,70,50,12.9561686462066
"18514","(69,74]",2020,"RO","m","Escherichia coli","Romania",385916.557319893,70,134,34.7225319718337
"18515","(69,74]",2020,"RO","m","Klebsiella pneumoniae","Romania",385916.557319893,70,165,42.7553565324818
"18516","(69,74]",2020,"RO","m","Pseudomonas aeruginosa","Romania",385916.557319893,70,45,11.660551781586
"18517","(69,74]",2020,"RO","m","Staphylococcus aureus","Romania",385916.557319893,70,194,50.2699343472817
"18518","(69,74]",2020,"RO","m","Streptococcus pneumoniae","Romania",385916.557319893,70,15,3.88685059386198
"18519","(69,74]",2020,"SE","f","Acinetobacter spp","Sweden",296627.071375304,70,8,2.69698917327681
"18520","(69,74]",2020,"SE","f","Enterococcus faecalis","Sweden",296627.071375304,70,72,24.2729025594912
"18521","(69,74]",2020,"SE","f","Enterococcus faecium","Sweden",296627.071375304,70,40,13.484945866384
"18522","(69,74]",2020,"SE","f","Escherichia coli","Sweden",296627.071375304,70,744,250.819993114743
"18523","(69,74]",2020,"SE","f","Klebsiella pneumoniae","Sweden",296627.071375304,70,122,41.1290848924713
"18524","(69,74]",2020,"SE","f","Pseudomonas aeruginosa","Sweden",296627.071375304,70,46,15.5076877463416
"18525","(69,74]",2020,"SE","f","Staphylococcus aureus","Sweden",296627.071375304,70,401,135.1865823105
"18526","(69,74]",2020,"SE","f","Streptococcus pneumoniae","Sweden",296627.071375304,70,29,9.77658575312842
"18527","(69,74]",2020,"SE","m","Acinetobacter spp","Sweden",281720.07268968,70,11,3.90458510640693
"18528","(69,74]",2020,"SE","m","Enterococcus faecalis","Sweden",281720.07268968,70,217,77.0268152809366
"18529","(69,74]",2020,"SE","m","Enterococcus faecium","Sweden",281720.07268968,70,130,46.1450967120819
"18530","(69,74]",2020,"SE","m","Escherichia coli","Sweden",281720.07268968,70,997,353.897395553428
"18531","(69,74]",2020,"SE","m","Klebsiella pneumoniae","Sweden",281720.07268968,70,237,84.1260609289492
"18532","(69,74]",2020,"SE","m","Pseudomonas aeruginosa","Sweden",281720.07268968,70,73,25.912246615246
"18533","(69,74]",2020,"SE","m","Staphylococcus aureus","Sweden",281720.07268968,70,728,258.412541587658
"18534","(69,74]",2020,"SE","m","Streptococcus pneumoniae","Sweden",281720.07268968,70,52,18.4580386848327
"18535","(69,74]",2020,"SI","f","Acinetobacter spp","Slovenia",52735.1082768396,70,1,1.89626992847037
"18536","(69,74]",2020,"SI","f","Enterococcus faecalis","Slovenia",52735.1082768396,70,3,5.68880978541112
"18537","(69,74]",2020,"SI","f","Enterococcus faecium","Slovenia",52735.1082768396,70,11,20.8589692131741
"18538","(69,74]",2020,"SI","f","Escherichia coli","Slovenia",52735.1082768396,70,92,174.456833419274
"18539","(69,74]",2020,"SI","f","Klebsiella pneumoniae","Slovenia",52735.1082768396,70,15,28.4440489270556
"18540","(69,74]",2020,"SI","f","Pseudomonas aeruginosa","Slovenia",52735.1082768396,70,13,24.6515090701148
"18541","(69,74]",2020,"SI","f","Staphylococcus aureus","Slovenia",52735.1082768396,70,31,58.7843677825816
"18542","(69,74]",2020,"SI","f","Streptococcus pneumoniae","Slovenia",52735.1082768396,70,6,11.3776195708222
"18543","(69,74]",2020,"SI","m","Acinetobacter spp","Slovenia",45874.4986278472,70,2,4.35972067231693
"18544","(69,74]",2020,"SI","m","Enterococcus faecalis","Slovenia",45874.4986278472,70,11,23.9784636977431
"18545","(69,74]",2020,"SI","m","Enterococcus faecium","Slovenia",45874.4986278472,70,22,47.9569273954862
"18546","(69,74]",2020,"SI","m","Escherichia coli","Slovenia",45874.4986278472,70,112,244.144357649748
"18547","(69,74]",2020,"SI","m","Klebsiella pneumoniae","Slovenia",45874.4986278472,70,33,71.9353910932294
"18548","(69,74]",2020,"SI","m","Pseudomonas aeruginosa","Slovenia",45874.4986278472,70,18,39.2374860508524
"18549","(69,74]",2020,"SI","m","Staphylococcus aureus","Slovenia",45874.4986278472,70,56,122.072178824874
"18550","(69,74]",2020,"SI","m","Streptococcus pneumoniae","Slovenia",45874.4986278472,70,7,15.2590223531093
"18551","(69,74]",2020,"SK","f","Acinetobacter spp","Slovak Republic",138263.315392235,70,2,1.44651529172887
"18552","(69,74]",2020,"SK","f","Enterococcus faecalis","Slovak Republic",138263.315392235,70,14,10.1256070421021
"18553","(69,74]",2020,"SK","f","Enterococcus faecium","Slovak Republic",138263.315392235,70,22,15.9116682090176
"18554","(69,74]",2020,"SK","f","Escherichia coli","Slovak Republic",138263.315392235,70,128,92.5769786706477
"18555","(69,74]",2020,"SK","f","Klebsiella pneumoniae","Slovak Republic",138263.315392235,70,40,28.9303058345774
"18556","(69,74]",2020,"SK","f","Pseudomonas aeruginosa","Slovak Republic",138263.315392235,70,22,15.9116682090176
"18557","(69,74]",2020,"SK","f","Staphylococcus aureus","Slovak Republic",138263.315392235,70,45,32.5465940638996
"18558","(69,74]",2020,"SK","f","Streptococcus pneumoniae","Slovak Republic",138263.315392235,70,2,1.44651529172887
"18559","(69,74]",2020,"SK","m","Acinetobacter spp","Slovak Republic",98522.285126678,70,14,14.2099830327718
"18560","(69,74]",2020,"SK","m","Enterococcus faecalis","Slovak Republic",98522.285126678,70,33,33.4949600058192
"18561","(69,74]",2020,"SK","m","Enterococcus faecium","Slovak Republic",98522.285126678,70,20,20.2999757611026
"18562","(69,74]",2020,"SK","m","Escherichia coli","Slovak Republic",98522.285126678,70,93,94.394887289127
"18563","(69,74]",2020,"SK","m","Klebsiella pneumoniae","Slovak Republic",98522.285126678,70,57,57.8549309191423
"18564","(69,74]",2020,"SK","m","Pseudomonas aeruginosa","Slovak Republic",98522.285126678,70,37,37.5549551580398
"18565","(69,74]",2020,"SK","m","Staphylococcus aureus","Slovak Republic",98522.285126678,70,87,88.3048945607962
"18566","(69,74]",2020,"SK","m","Streptococcus pneumoniae","Slovak Republic",98522.285126678,70,2,2.02999757611026
"18567","(74,79]",2015,"AT","f","Acinetobacter spp","Austria",180759.73090795,75,3,1.65966168732997
"18568","(74,79]",2015,"AT","f","Enterococcus faecalis","Austria",180759.73090795,75,44,24.3417047475062
"18569","(74,79]",2015,"AT","f","Enterococcus faecium","Austria",180759.73090795,75,31,17.149837435743
"18570","(74,79]",2015,"AT","f","Escherichia coli","Austria",180759.73090795,75,450,248.949253099496
"18571","(74,79]",2015,"AT","f","Klebsiella pneumoniae","Austria",180759.73090795,75,68,37.618998246146
"18572","(74,79]",2015,"AT","f","Pseudomonas aeruginosa","Austria",180759.73090795,75,42,23.2352636226196
"18573","(74,79]",2015,"AT","f","Staphylococcus aureus","Austria",180759.73090795,75,178,98.4732601149116
"18574","(74,79]",2015,"AT","f","Streptococcus pneumoniae","Austria",180759.73090795,75,31,17.149837435743
"18575","(74,79]",2015,"AT","m","Acinetobacter spp","Austria",139945.600042953,75,1,0.714563372977124
"18576","(74,79]",2015,"AT","m","Enterococcus faecalis","Austria",139945.600042953,75,83,59.3087599571013
"18577","(74,79]",2015,"AT","m","Enterococcus faecium","Austria",139945.600042953,75,38,27.1534081731307
"18578","(74,79]",2015,"AT","m","Escherichia coli","Austria",139945.600042953,75,385,275.106898596193
"18579","(74,79]",2015,"AT","m","Klebsiella pneumoniae","Austria",139945.600042953,75,123,87.8912948761862
"18580","(74,79]",2015,"AT","m","Pseudomonas aeruginosa","Austria",139945.600042953,75,70,50.0194361083987
"18581","(74,79]",2015,"AT","m","Staphylococcus aureus","Austria",139945.600042953,75,273,195.075800822755
"18582","(74,79]",2015,"AT","m","Streptococcus pneumoniae","Austria",139945.600042953,75,36,25.7242814271765
"18583","(74,79]",2015,"BE","f","Enterococcus faecalis","Belgium",222747.65288652,75,62,27.8341877889893
"18584","(74,79]",2015,"BE","f","Enterococcus faecium","Belgium",222747.65288652,75,29,13.0192168690434
"18585","(74,79]",2015,"BE","f","Escherichia coli","Belgium",222747.65288652,75,564,253.201321177257
"18586","(74,79]",2015,"BE","f","Klebsiella pneumoniae","Belgium",222747.65288652,75,55,24.6916181999098
"18587","(74,79]",2015,"BE","f","Pseudomonas aeruginosa","Belgium",222747.65288652,75,52,23.3448026617329
"18588","(74,79]",2015,"BE","f","Staphylococcus aureus","Belgium",222747.65288652,75,160,71.8301620361013
"18589","(74,79]",2015,"BE","f","Streptococcus pneumoniae","Belgium",222747.65288652,75,148,66.4428998833937
"18590","(74,79]",2015,"BE","m","Acinetobacter spp","Belgium",172329.041431912,75,9,5.22256720354121
"18591","(74,79]",2015,"BE","m","Enterococcus faecalis","Belgium",172329.041431912,75,134,77.7582228082803
"18592","(74,79]",2015,"BE","m","Enterococcus faecium","Belgium",172329.041431912,75,42,24.3719802831923
"18593","(74,79]",2015,"BE","m","Escherichia coli","Belgium",172329.041431912,75,645,374.283982920453
"18594","(74,79]",2015,"BE","m","Klebsiella pneumoniae","Belgium",172329.041431912,75,124,71.9553703599011
"18595","(74,79]",2015,"BE","m","Pseudomonas aeruginosa","Belgium",172329.041431912,75,75,43.5213933628434
"18596","(74,79]",2015,"BE","m","Staphylococcus aureus","Belgium",172329.041431912,75,236,136.947317781747
"18597","(74,79]",2015,"BE","m","Streptococcus pneumoniae","Belgium",172329.041431912,75,203,117.797904702096
"18598","(74,79]",2015,"BG","f","Enterococcus faecalis","Bulgaria",167908.256667211,75,21,12.5068298705652
"18599","(74,79]",2015,"BG","f","Enterococcus faecium","Bulgaria",167908.256667211,75,9,5.36006994452793
"18600","(74,79]",2015,"BG","f","Escherichia coli","Bulgaria",167908.256667211,75,28,16.6757731607536
"18601","(74,79]",2015,"BG","f","Klebsiella pneumoniae","Bulgaria",167908.256667211,75,13,7.74232325320701
"18602","(74,79]",2015,"BG","f","Pseudomonas aeruginosa","Bulgaria",167908.256667211,75,3,1.78668998150931
"18603","(74,79]",2015,"BG","f","Staphylococcus aureus","Bulgaria",167908.256667211,75,35,20.844716450942
"18604","(74,79]",2015,"BG","m","Acinetobacter spp","Bulgaria",106073.624343677,75,20,18.8548285436164
"18605","(74,79]",2015,"BG","m","Enterococcus faecalis","Bulgaria",106073.624343677,75,26,24.5112771067013
"18606","(74,79]",2015,"BG","m","Enterococcus faecium","Bulgaria",106073.624343677,75,10,9.42741427180819
"18607","(74,79]",2015,"BG","m","Escherichia coli","Bulgaria",106073.624343677,75,49,46.1943299318602
"18608","(74,79]",2015,"BG","m","Klebsiella pneumoniae","Bulgaria",106073.624343677,75,6,5.65644856308492
"18609","(74,79]",2015,"BG","m","Pseudomonas aeruginosa","Bulgaria",106073.624343677,75,3,2.82822428154246
"18610","(74,79]",2015,"BG","m","Staphylococcus aureus","Bulgaria",106073.624343677,75,23,21.6830528251588
"18611","(74,79]",2015,"BG","m","Streptococcus pneumoniae","Bulgaria",106073.624343677,75,3,2.82822428154246
"18612","(74,79]",2015,"CY","f","Acinetobacter spp","Cyprus",15748.0000019326,75,2,12.7000253984922
"18613","(74,79]",2015,"CY","f","Enterococcus faecalis","Cyprus",15748.0000019326,75,7,44.4500888947228
"18614","(74,79]",2015,"CY","f","Enterococcus faecium","Cyprus",15748.0000019326,75,4,25.4000507969844
"18615","(74,79]",2015,"CY","f","Escherichia coli","Cyprus",15748.0000019326,75,7,44.4500888947228
"18616","(74,79]",2015,"CY","f","Klebsiella pneumoniae","Cyprus",15748.0000019326,75,4,25.4000507969844
"18617","(74,79]",2015,"CY","f","Pseudomonas aeruginosa","Cyprus",15748.0000019326,75,4,25.4000507969844
"18618","(74,79]",2015,"CY","f","Staphylococcus aureus","Cyprus",15748.0000019326,75,6,38.1000761954767
"18619","(74,79]",2015,"CY","m","Acinetobacter spp","Cyprus",12898.9999989674,75,2,15.5050779142577
"18620","(74,79]",2015,"CY","m","Enterococcus faecalis","Cyprus",12898.9999989674,75,3,23.2576168713865
"18621","(74,79]",2015,"CY","m","Enterococcus faecium","Cyprus",12898.9999989674,75,3,23.2576168713865
"18622","(74,79]",2015,"CY","m","Escherichia coli","Cyprus",12898.9999989674,75,6,46.515233742773
"18623","(74,79]",2015,"CY","m","Klebsiella pneumoniae","Cyprus",12898.9999989674,75,5,38.7626947856442
"18624","(74,79]",2015,"CY","m","Pseudomonas aeruginosa","Cyprus",12898.9999989674,75,3,23.2576168713865
"18625","(74,79]",2015,"CY","m","Staphylococcus aureus","Cyprus",12898.9999989674,75,10,77.5253895712884
"18626","(74,79]",2015,"CZ","f","Acinetobacter spp","Czechia",185570.391873557,75,2,1.07775813792685
"18627","(74,79]",2015,"CZ","f","Enterococcus faecalis","Czechia",185570.391873557,75,40,21.5551627585369
"18628","(74,79]",2015,"CZ","f","Enterococcus faecium","Czechia",185570.391873557,75,15,8.08318603445136
"18629","(74,79]",2015,"CZ","f","Escherichia coli","Czechia",185570.391873557,75,321,172.980181137259
"18630","(74,79]",2015,"CZ","f","Klebsiella pneumoniae","Czechia",185570.391873557,75,81,43.6492045860373
"18631","(74,79]",2015,"CZ","f","Pseudomonas aeruginosa","Czechia",185570.391873557,75,27,14.5497348620124
"18632","(74,79]",2015,"CZ","f","Staphylococcus aureus","Czechia",185570.391873557,75,104,56.0434231721961
"18633","(74,79]",2015,"CZ","f","Streptococcus pneumoniae","Czechia",185570.391873557,75,7,3.77215348274397
"18634","(74,79]",2015,"CZ","m","Acinetobacter spp","Czechia",122938.983462228,75,1,0.813411638715267
"18635","(74,79]",2015,"CZ","m","Enterococcus faecalis","Czechia",122938.983462228,75,53,43.1108168519091
"18636","(74,79]",2015,"CZ","m","Enterococcus faecium","Czechia",122938.983462228,75,25,20.3352909678817
"18637","(74,79]",2015,"CZ","m","Escherichia coli","Czechia",122938.983462228,75,216,175.696913962498
"18638","(74,79]",2015,"CZ","m","Klebsiella pneumoniae","Czechia",122938.983462228,75,108,87.8484569812488
"18639","(74,79]",2015,"CZ","m","Pseudomonas aeruginosa","Czechia",122938.983462228,75,55,44.7376401293397
"18640","(74,79]",2015,"CZ","m","Staphylococcus aureus","Czechia",122938.983462228,75,109,88.6618686199641
"18641","(74,79]",2015,"CZ","m","Streptococcus pneumoniae","Czechia",122938.983462228,75,14,11.3877629420137
"18642","(74,79]",2015,"DE","f","Acinetobacter spp","Germany",2361673.71322672,75,92,3.89554236407627
"18643","(74,79]",2015,"DE","f","Enterococcus faecalis","Germany",2361673.71322672,75,380,16.0902836777063
"18644","(74,79]",2015,"DE","f","Enterococcus faecium","Germany",2361673.71322672,75,336,14.2271981992351
"18645","(74,79]",2015,"DE","f","Escherichia coli","Germany",2361673.71322672,75,3100,131.262840528657
"18646","(74,79]",2015,"DE","f","Klebsiella pneumoniae","Germany",2361673.71322672,75,424,17.9533691561776
"18647","(74,79]",2015,"DE","f","Pseudomonas aeruginosa","Germany",2361673.71322672,75,296,12.5334841278976
"18648","(74,79]",2015,"DE","f","Staphylococcus aureus","Germany",2361673.71322672,75,1200,50.8114221401252
